线路名称,方向,站点序号,站点名称
专58,0,5,天通苑塔楼
专58,0,6,天通东苑一区
专58,0,7,天通东苑二区西站
专58,0,8,天通苑东区小学
专58,0,9,天通东苑二区
专58,0,10,天通东苑三区
专58,0,11,天通东苑三区北站
专58,0,12,天通北苑
专58,1,1,天通北苑
专58,1,2,天通东苑三区北站
专58,1,3,天通东苑三区
专58,1,4,天通东苑二区
专58,1,5,天通苑东区小学
专58,1,6,天通东苑二区西站
专58,1,7,天通东苑一区
专58,1,8,天通苑塔楼
专58,1,9,天通东苑一区西门
专58,1,10,天通苑六区北门
专58,1,11,丽水园
专58,1,12,天通苑西门
专58,1,13,天通西苑南
专59,1,1,翠海明苑
专59,1,2,翠海明苑南门
专59,1,3,地铁新宫站
专59,1,4,德鑫嘉园
专59,1,5,槐房北站
专59,1,6,槐房
专59,1,7,槐房路南口
专59,1,8,南苑西路
专59,1,9,地铁新宫站
专59,1,10,翠海明苑南门
专59,1,11,翠海明苑
专5,0,1,九龙花园北
专5,0,2,苹果社区
专5,0,3,百子湾南二路西口
专5,0,4,双花园
专5,0,5,大北窑南
专5,1,1,大北窑南
专5,1,2,双花园
夜36,0,9,地铁西局站
夜36,0,10,丽泽桥西
夜36,0,11,丽泽桥
夜36,0,12,丽泽桥北
夜36,0,13,西局
夜36,0,14,六里桥南
夜36,0,15,六里桥北里
夜36,0,16,北京西站
夜36,0,17,小马厂
夜36,0,18,白云桥西
夜36,0,19,天宁寺桥西
夜36,0,20,长椿街路口北
夜36,0,21,新文化街西口
夜36,0,22,太平桥
夜36,0,23,辟才胡同
夜36,0,24,丰盛胡同
夜36,0,25,白塔寺
夜36,0,26,报子胡同
夜36,0,27,祖家街
夜36,0,28,宝产胡同
夜36,0,29,地铁新街口站
夜36,0,30,新街口北
夜36,0,31,积水潭桥南
夜36,0,32,积水潭桥东
夜36,0,33,德胜门
夜36,0,34,安德路西口
夜36,0,35,后九条
夜36,0,36,六铺炕
夜36,0,37,钟楼北桥北
夜36,0,38,鼓楼外大街南站
夜36,0,39,鼓楼外大街北站
夜36,0,40,安华西里
夜36,0,41,外馆斜街
夜36,0,42,小黄庄
夜36,0,43,青年沟西口
夜36,0,44,和平里西街
夜36,0,45,青年沟东口
夜36,0,46,和平里东街
夜36,0,47,和平东桥南
夜36,1,1,和平东桥南
夜36,1,2,和平里东街
夜36,1,3,青年沟东口
夜36,1,4,和平里西街
夜36,1,5,青年沟西口
夜36,1,6,小黄庄
夜36,1,7,外馆斜街
夜36,1,8,安华西里
夜36,1,9,鼓楼外大街北站
夜36,1,10,鼓楼外大街南站
夜36,1,11,钟楼北桥北
夜36,1,12,六铺炕
夜36,1,13,后九条
夜36,1,14,安德路西口
夜36,1,15,德胜门西
夜36,1,16,积水潭桥南
夜36,1,17,新街口北
夜36,1,18,地铁新街口站
夜36,1,19,宝产胡同
夜36,1,20,祖家街
夜36,1,21,报子胡同
夜36,1,22,白塔寺
夜36,1,23,丰盛胡同
夜36,1,24,辟才胡同
夜36,1,25,太平桥
夜36,1,26,新文化街西口
夜36,1,27,长椿街路口北
夜36,1,28,长椿街路口西
夜36,1,29,天宁寺桥西
夜36,1,30,白云桥西
夜36,1,31,小马厂
夜36,1,32,北京西站
夜36,1,33,六里桥北里
夜36,1,34,六里桥南
夜36,1,35,西局
夜36,1,36,丽泽桥西
夜36,1,37,地铁西局站
夜36,1,38,丰台北路
夜36,1,39,七里庄
夜36,1,40,岔路口
夜36,1,41,北大地
夜36,1,42,正阳桥北
夜36,1,43,看丹桥北
夜36,1,44,看丹桥
夜36,1,45,富丰桥西
夜38,0,1,德胜门西
夜38,0,2,小西天
夜38,0,3,北京师范大学
夜38,0,4,铁狮子坟
夜38,0,5,北太平桥东
夜38,0,6,马甸桥北
夜38,0,7,健德门桥北
夜38,0,8,祁家豁子
夜38,0,9,健翔桥北
夜38,0,10,安翔桥北
夜38,0,11,南沙滩
夜38,0,12,北沙滩桥南
夜38,0,13,双泉堡南
夜38,0,14,双泉堡
夜38,0,15,花虎沟
夜38,0,16,清河南镇
夜38,0,17,清河北
夜38,0,18,清河小营桥南
夜38,0,19,清河小营桥北
夜38,0,20,四拨子
夜38,0,21,西三旗桥南
夜38,0,22,西三旗桥北
夜38,0,23,龙兴园
夜38,0,24,京昌路回龙观
夜38,0,25,北郊农场桥南
夜38,0,26,北郊农场桥东
夜38,0,27,龙华园
夜38,0,28,龙华园东区
夜38,0,29,回龙观西大街
夜38,0,30,龙腾苑一区路口西
夜38,0,31,体育公园北门
夜38,0,32,龙跃苑一区路口东
夜38,0,33,矩阵小区
夜38,0,34,和谐家园
夜38,0,35,地铁回龙观东大街站
夜38,1,1,地铁回龙观东大街站
夜38,1,2,和谐家园
夜38,1,3,矩阵小区
夜38,1,4,龙跃苑一区路口东
夜38,1,5,体育公园北门
夜38,1,6,龙腾苑一区路口西
夜38,1,7,回龙观西大街
夜38,1,8,龙华园东区
夜38,1,9,龙华园
夜38,1,10,北郊农场桥东
夜38,1,11,北郊农场桥
夜38,1,12,京昌路回龙观
夜38,1,13,龙兴园
夜38,1,14,西三旗桥北
夜38,1,15,西三旗桥南
夜38,1,16,四拨子
夜38,1,17,清河小营桥南
夜38,1,18,清河
夜38,1,19,清河南镇
夜38,1,20,上清桥南
夜38,1,21,花虎沟
夜38,1,22,双泉堡
夜38,1,23,双泉堡南
夜38,1,24,北沙滩桥南
夜38,1,25,南沙滩
夜38,1,26,安翔桥南
夜38,1,27,祁家豁子
夜38,1,28,马甸桥北
夜38,1,29,马甸桥西
夜38,1,30,北太平桥南
夜38,1,31,铁狮子坟
夜38,1,32,北京师范大学
夜38,1,33,小西天
夜38,1,34,冰窖口胡同西口
夜38,1,35,德胜门西
夜3,0,1,青年路小区
夜3,0,2,青年路口
夜3,0,3,十里堡北里
夜3,0,4,农民日报社
夜3,0,5,农民日报社北
夜3,0,6,十里堡北区
夜3,0,7,石佛营东里
夜3,0,8,豆各庄路口南
夜3,0,9,豆各庄路口西
夜3,0,10,朝阳公园桥东
夜3,0,11,朝阳公园南门
夜3,0,12,甜水园街北口
夜3,0,13,团结湖
夜3,0,14,长虹桥西
夜3,0,15,三里屯
夜3,0,16,工人体育场
夜3,0,17,工人体育馆
夜3,0,18,东四十条桥东
夜3,0,19,东四十条桥西
夜3,0,20,东四十条
夜3,0,21,张自忠路
夜3,0,22,宽街路口东
夜3,0,23,锣鼓巷
夜3,0,24,地安门东
夜3,0,25,北海北门
夜3,0,26,东官房
夜3,0,27,厂桥路口东
夜3,0,28,平安里路口西
夜3,0,29,平安医院
夜3,0,30,官园
夜3,0,31,车公庄西
夜3,0,32,三塔寺
夜3,0,33,二里沟东口
夜3,0,34,郝家湾
夜3,0,35,二里沟西口
夜3,0,36,四道口东
运通111,0,47,王四营桥东
运通111,0,48,五方桥西
运通111,0,49,豆各庄乡
运通111,1,1,豆各庄乡
运通111,1,2,白鹿司
运通111,1,3,豆各庄桥
运通111,1,4,青青家园
运通111,1,5,于家围南
运通111,1,6,于家围
运通111,1,7,何家坟
运通111,1,8,咸宁侯
运通111,1,9,东柳
运通111,1,10,双桥南
运通111,1,11,地铁双桥站
运通111,1,12,朝阳路三间房
运通111,1,13,第二外国语学院
运通111,1,14,定福庄
运通111,1,15,大黄庄桥东
运通111,1,16,大黄庄桥西
运通111,1,17,朝阳路高井
运通111,1,18,民航医院
运通111,1,19,太平庄
运通111,1,20,青年路南口
运通111,1,21,甘露园
运通111,1,22,青年路口北
运通111,1,23,姚家园村
运通111,1,24,国美第一城小区
运通111,1,25,姚家园南
运通111,1,26,姚家园西
运通111,1,27,姚家园西口
运通111,1,28,豆各庄路口西
运通111,1,29,朝阳公园桥东
运通111,1,30,朝阳公园桥北
运通111,1,31,朝阳公园东门
运通111,1,32,大山庄
运通111,1,33,东风桥
运通111,1,34,霄云桥
运通111,1,35,芳园里西站
运通111,1,36,丽都饭店
运通111,1,37,广顺南大街南口
运通111,1,38,望花路东里
运通111,1,39,广顺南大街北口
运通111,1,40,大西洋新城东门
运通111,1,41,侯庄路口北
运通111,1,42,望京花园西区
运通111,1,43,利泽中街西口
运通111,1,44,广顺桥南
运通111,1,45,来广营路口西
运通111,1,46,来广营北
运通112,0,1,史各庄
运通112,0,2,小牛坊桥东
运通112,0,3,京包路北站
运通112,0,4,京包路
运通112,0,5,唐家岭北路东口
运通112,0,6,唐家岭东
运通112,0,7,城铁西二旗站
运通112,0,8,上地七街
运通112,0,9,上地五街
运通112,0,10,马连洼北路东口
运通112,0,11,菊园东站
运通112,0,12,菊园
运通112,0,13,马连洼
运通112,0,14,马连洼西站
运通112,0,15,百旺家苑
运通112,0,16,百望山森林公园
运通112,0,17,黑山扈
运通112,0,18,国防大学
运通112,0,19,红山口
运通112,0,20,红山桥
运通112,0,21,青龙桥
运通112,0,22,军事科学院
运通112,0,23,厢红旗
运通112,0,24,林业科学研究院
运通112,0,25,娘娘府
运通112,0,26,三一六医院
运通112,0,27,丰户营
运通112,0,28,丰户营西站
运通112,0,29,正蓝旗
运通112,0,30,香泉环岛
运通112,0,31,北京植物园南门
运通112,0,32,卧佛寺
运通112,0,33,北京植物园
运通112,0,34,红旗村
运通112,0,35,南河滩北站
运通112,0,36,南河滩
运通112,0,37,门头馨村南区
运通112,0,38,北辛庄
运通112,0,39,双新园
运通112,0,40,南辛庄
运通112,0,41,巨山
运通112,0,42,北京射击场
运通112,0,43,西下庄南
运通112,0,44,西黄村北站
运通112,0,45,苹果园南路东口
运通112,0,46,苹果园中学
运通112,0,47,苹果园东
运通112,0,48,地铁苹果园站
运通112,0,49,金顶南路
运通112,0,50,金安桥北
运通112,0,51,首钢小区
运通112,0,52,模式口西里
运通112,0,53,高井路口西
运通112,0,54,石景山高井
运通112,0,55,黑石头
运通112,0,56,五里坨
运通112,0,57,石景山南宫
运通112,0,58,三家店东口
运通112,0,59,三家店
运通112,0,60,三家店西口
运通112,0,61,城子职高
运通112,0,62,城子
运通112,1,1,城子
运通112,1,2,城子职高
运通112,1,3,三家店西口
运通112,1,4,三家店
运通112,1,5,三家店东口
运通112,1,6,石景山南宫
运通112,1,7,五里坨
运通112,1,8,黑石头
运通112,1,9,石景山高井
运通112,1,10,高井路口西
运通112,1,11,模式口西里
运通112,1,12,首钢小区
运通112,1,13,金安桥北
运通112,1,14,金顶南路
运通112,1,15,地铁苹果园站
运通112,1,16,苹果园东
运通112,1,17,苹果园中学
运通112,1,18,苹果园南路东口
运通112,1,19,西黄村北站
运通112,1,20,西下庄东
运通112,1,21,北京射击场
运通112,1,22,巨山
运通112,1,23,南辛庄
运通112,1,24,双新园
运通112,1,25,北辛庄
运通112,1,26,门头馨村南区
运通112,1,27,南河滩
运通112,1,28,南河滩北站
运通112,1,29,红旗村
运通112,1,30,北京植物园
运通112,1,31,卧佛寺
运通112,1,32,北京植物园南门
运通112,1,33,香泉环岛
运通112,1,34,正蓝旗
运通112,1,35,丰户营西站
运通112,1,36,丰户营
运通112,1,37,三一六医院
运通112,1,38,娘娘府
运通112,1,39,林业科学研究院
运通112,1,40,厢红旗
运通112,1,41,军事科学院
运通112,1,42,青龙桥
运通112,1,43,安河桥
运通112,1,44,红山口
运通112,1,45,国防大学
运通112,1,46,黑山扈
运通112,1,47,百望山森林公园
运通112,1,48,百旺家苑
运通112,1,49,马连洼西站
运通112,1,50,马连洼
运通112,1,51,菊园
运通112,1,52,菊园东站
运通112,1,53,马连洼北路东口
运通112,1,54,上地五街
运通112,1,55,上地七街
运通112,1,56,城铁西二旗站
运通112,1,57,唐家岭东
运通112,1,58,唐家岭北路东口
运通112,1,59,京包路
运通112,1,60,京包路北站
运通112,1,61,小牛坊桥东
运通112,1,62,史各庄
专5,1,3,百子湾南二路西口
专5,1,4,苹果社区
专5,1,5,九龙山
专5,1,6,九龙花园北
专60,0,1,安宁庄东路南口
专60,0,2,毛纺路北口
专60,0,3,清河中街
专60,0,4,清河中街西口
专60,0,5,朱房路西口
专60,0,6,地铁上地站
专60,1,1,地铁上地站
专60,1,2,朱房路西口
专60,1,3,清河中街西口
专60,1,4,清河中街
专60,1,5,毛纺路北口
专60,1,6,安宁庄东路南口
专61,0,1,拾景北路
专61,0,2,体育场南路西口
专61,0,3,八角
专61,0,4,石景山古城
专61,0,5,古城大院
专61,0,6,古城西路
专61,0,7,北辛安
专61,0,8,金安桥北
专61,1,1,金安桥北
专61,1,2,北辛安
专61,1,3,古城西路
专61,1,4,古城大院
专61,1,5,石景山古城
专61,1,6,八角
专61,1,7,体育场西街
专61,1,8,拾景北路
专62,0,1,地铁宋家庄站
专62,0,2,榴乡路
专62,0,3,榴乡桥北
专62,0,4,金桥西街
专62,0,5,榴乡桥南
专62,0,6,庑殿桥
专62,0,7,庑殿桥南
专62,0,8,南场东街西口
专62,0,9,南场东街
专62,0,10,庑殿家苑
专62,0,11,北空小区
专62,0,12,成和园小区
专62,0,13,润星家园
专62,0,14,碧海公园
专62,0,15,宣颐家园
专62,1,1,宣颐家园
专62,1,2,碧海公园
专62,1,3,润星家园
专62,1,4,成和园小区
专62,1,5,北空小区
专62,1,6,庑殿家苑
专62,1,7,南场东街
专62,1,8,南场东街西口
专62,1,9,庑殿桥
专62,1,10,榴乡桥南
专62,1,11,金桥西街
专62,1,12,榴乡桥北
专62,1,13,地铁宋家庄站
专63,0,1,地铁丰台科技园站
专63,0,2,总部基地十七区
专63,0,3,总部基地九区
专63,0,4,总部基地八区
专63,0,5,总部基地七区
专63,0,6,外环西路南口
专63,0,7,丰茂南路西口
专63,0,8,海鹰路西口
专63,0,9,航丰路西口
专63,0,10,中核路西口
专63,0,11,中核路口东
专63,0,12,内环西路北口
专63,0,13,富丰桥西
专63,1,1,富丰桥南
专63,1,2,中核路口东
专63,1,3,中核路西口
专63,1,4,航丰路西口
专63,1,5,海鹰路西口
专63,1,6,丰茂南路西口
专63,1,7,外环西路南口
专63,1,8,总部基地七区
专63,1,9,总部基地八区
专63,1,10,总部基地九区
专63,1,11,总部基地十七区
专63,1,12,地铁丰台科技园站
专64,0,1,地铁通州北关站
专64,0,2,岳庄
专64,0,3,皇木厂
专64,0,4,耿庄桥北
专64,0,5,小潞邑
专64,0,6,小潞邑北站
专64,0,7,潞邑西路
专64,0,8,疃里新村
专64,0,9,疃里一区
专64,0,10,疃里二区
专64,0,11,疃里三区
专64,1,1,疃里三区
专64,1,2,疃里二区
专64,1,3,疃里一区
专64,1,4,疃里新村
专64,1,5,潞邑西路
专64,1,6,小潞邑北站
专64,1,7,小潞邑
专64,1,8,耿庄桥北
专64,1,9,地铁通州北关站
专65,0,1,地铁张郭庄站
专65,0,2,张郭庄
专65,0,3,张郭庄小区北
专65,0,4,张郭庄小区东
专65,0,5,装甲兵干休所
专65,0,6,崔村
专65,0,7,二七厂北
专65,0,8,二七厂
专65,1,1,二七厂
专65,1,2,二七厂北
专65,1,3,崔村
专65,1,4,装甲兵干休所
专65,1,5,张郭庄小区东
专65,1,6,张郭庄小区北
专65,1,7,张郭庄
专65,1,8,地铁张郭庄站
专66,0,1,地铁巩华城站
专66,0,2,沙河南大桥
专66,0,3,沙河
专66,0,4,沙河西站
专66,0,5,老牛湾东站
专66,0,6,富生路北口
专66,0,7,巩华新村西
专66,0,8,巩华新村
专66,1,1,巩华新村
专66,1,2,巩华新村西
专66,1,3,富生路北口
专66,1,4,老牛湾东站
专66,1,5,沙河西站
专66,1,6,沙河
专66,1,7,沙河北大桥
专66,1,8,展思门路西口
专66,1,9,展思门路东口
专66,1,10,地铁巩华城站
专67,0,1,地铁新宫站
专67,0,2,槐房西路
专67,0,3,南庭新苑南区
专67,0,4,同兴园小区东门
专67,0,5,槐房西路南口
专67,0,6,阳光星苑小区
专67,0,7,金西路西口
专67,0,8,广平大街
专67,0,9,中国公安大学西站
专67,0,10,金苑路口南
专67,0,11,广平大街南口
专67,0,12,福苑东区
专67,0,13,广茂大街
专67,0,14,福苑小区
专67,1,1,福苑小区
专67,1,2,广茂大街
专67,1,3,福苑东区
专67,1,4,广平大街南口
专67,1,5,金苑路口南
专67,1,6,中国公安大学西站
专67,1,7,广平大街
专67,1,8,金西路西口
专67,1,9,阳光星苑小区
专67,1,10,槐房西路南口
专67,1,11,同兴园小区东门
专67,1,12,南庭新苑南区
专67,1,13,槐房西路
专67,1,14,地铁新宫站
专68,0,1,丰台西站
专68,0,2,丰台西站北
专68,0,3,榆树庄
专68,0,4,人民村
专68,0,5,洪泰路南口
专68,0,6,看丹南路西
专68,0,7,前街西
专68,0,8,前街
专68,0,9,富丰桥西
专68,0,10,看丹桥
专68,1,1,看丹桥
专68,1,2,富丰桥西
专68,1,3,前街
专68,1,4,前街西
专68,1,5,看丹南路西
专68,1,6,洪泰路南口
专68,1,7,人民村
专68,1,8,榆树庄
专68,1,9,丰台西站北
专68,1,10,丰台西站
专69,0,1,地铁八宝山站
专69,0,2,八宝山
专69,0,3,鲁谷
夜3,0,37,外文印刷厂
夜3,0,38,老虎庙
夜3,0,39,花园桥东
夜3,0,40,首都师范大学北门
夜3,0,41,慈寿寺桥
夜3,0,42,地铁慈寿寺站
夜3,0,43,地铁海淀五路居站
夜3,1,1,地铁海淀五路居站
夜3,1,2,地铁慈寿寺站
夜3,1,3,慈寿寺桥
夜3,1,4,首都师范大学北门
夜3,1,5,花园桥东
夜3,1,6,老虎庙
夜3,1,7,外文印刷厂
夜3,1,8,四道口东
夜3,1,9,二里沟西口
夜3,1,10,郝家湾
夜3,1,11,二里沟东口
夜3,1,12,三塔寺
夜3,1,13,车公庄东
夜3,1,14,官园
夜3,1,15,平安医院
夜3,1,16,平安里路口东
夜3,1,17,厂桥路口东
夜3,1,18,东官房
夜3,1,19,北海北门
夜3,1,20,地安门东
夜3,1,21,锣鼓巷
夜3,1,22,宽街路口东
夜3,1,23,张自忠路
夜3,1,24,东四十条
夜3,1,25,东四十条桥西
夜3,1,26,东四十条桥东
夜3,1,27,工人体育馆
夜3,1,28,工人体育场
夜3,1,29,三里屯
夜3,1,30,长虹桥西
夜3,1,31,团结湖
夜3,1,32,甜水园街北口
夜3,1,33,朝阳公园南门
夜3,1,34,朝阳公园桥东
夜3,1,35,豆各庄路口西
夜3,1,36,豆各庄路口南
夜3,1,37,石佛营东里
夜3,1,38,十里堡北区
夜3,1,39,农民日报社北
夜3,1,40,农民日报社
夜3,1,41,十里堡北里
夜3,1,42,青年路口
夜3,1,43,青年路小区
夜4,0,1,菜户营桥东
夜4,0,2,大观园
夜4,0,3,右安门西
夜4,0,4,右安门东
夜4,0,5,开阳桥西
夜4,0,6,开阳桥北
夜4,0,7,自新路口北
夜4,0,8,南横街路口北
夜4,0,9,菜市口北
夜4,0,10,校场口
夜4,0,11,宣武门内
夜4,0,12,西单路口南
夜4,0,13,西单商场
夜4,0,14,缸瓦市
夜4,0,15,西四路口北
夜4,0,16,大红罗厂西口
夜4,0,17,平安里路口南
夜4,0,18,护国寺
夜4,0,19,新街口南
夜4,0,20,新街口北
夜4,0,21,积水潭桥南
夜4,0,22,小西天
夜4,0,23,北京师范大学
夜4,0,24,铁狮子坟
夜4,0,25,北太平桥北
夜4,0,26,牡丹园
夜4,0,27,牡丹园北
夜4,0,28,志新桥南
夜4,0,29,志新桥西
夜4,0,30,学院桥东
夜4,0,31,成府路口南
夜4,0,32,学院路北口
夜4,0,33,静淑苑
夜4,0,34,石板房
夜4,0,35,学知园
夜4,0,36,马家沟
夜4,0,37,清河南镇
夜4,0,38,清河北
夜4,0,39,清河小营桥南
夜4,0,40,清河小营桥西
夜4,0,41,安宁庄东路南口
夜4,1,1,安宁庄东路南口
夜4,1,2,清河小营桥西
夜4,1,3,清河小营桥南
夜4,1,4,清河
夜4,1,5,学清路北口
夜4,1,6,马家沟
夜4,1,7,学知园
夜4,1,8,石板房
夜4,1,9,静淑苑
夜4,1,10,学院路北口
夜4,1,11,成府路口南
夜4,1,12,学院桥东
夜4,1,13,志新桥西
夜4,1,14,志新桥南
夜4,1,15,牡丹园北
夜4,1,16,牡丹园
夜4,1,17,北太平桥南
夜4,1,18,铁狮子坟
夜4,1,19,北京师范大学
夜4,1,20,小西天
夜4,1,21,积水潭桥南
夜4,1,22,新街口北
夜4,1,23,新街口南
夜4,1,24,护国寺
夜4,1,25,平安里路口南
夜4,1,26,大红罗厂西口
夜4,1,27,西四路口北
夜4,1,28,缸瓦市
夜4,1,29,甘石桥
夜4,1,30,西单商场
夜4,1,31,西单路口南
夜4,1,32,宣武门内
夜4,1,33,校场口
夜4,1,34,菜市口北
夜4,1,35,南横街路口北
夜4,1,36,自新路口北
夜4,1,37,开阳桥北
夜4,1,38,开阳桥西
夜4,1,39,右安门东
夜4,1,40,右安门西
夜4,1,41,大观园
夜4,1,42,菜户营桥东
夜5,0,1,田顺庄
夜5,0,2,首钢厂东门
夜5,0,3,老古城
夜5,0,4,石景山古城
夜5,0,5,八角
夜5,0,6,京燕饭店
夜5,0,7,京原路口西
夜5,0,8,鲁谷路衙门口
夜5,0,9,焦家坟路口西
夜5,0,10,鲁谷西站
夜5,0,11,鲁谷
夜5,0,12,鲁谷路东口
夜5,0,13,太平路西口
夜5,0,14,采石路口
夜5,0,15,永定路南口
夜5,0,16,沙窝桥东
夜5,0,17,西翠路口西
夜5,0,18,西翠路口东
夜5,0,19,太平路东口
夜5,0,20,万寿路口东
夜5,0,21,翠微路口
夜5,0,22,公主坟西
夜5,0,23,公主坟东
夜5,0,24,皇亭子
夜5,0,25,北京世纪坛医院
夜5,0,26,北京西站
夜5,0,27,小马厂
夜5,0,28,白云桥西
夜5,0,29,天宁寺桥西
夜5,0,30,西便门
夜5,0,31,长椿街路口东
夜5,0,32,宣武门东
夜5,0,33,和平门东
夜5,0,34,北京供电局
夜5,0,35,前门西
夜5,0,36,前门东
夜5,0,37,正义路
夜5,0,38,台基厂路口西
夜5,0,39,崇文门西
夜5,0,40,北京站西
夜5,0,41,北京站东
夜5,1,1,北京站东
夜5,1,2,北京站西
夜5,1,3,崇文门西
夜5,1,4,台基厂路口西
夜5,1,5,正义路
夜5,1,6,前门东
夜5,1,7,前门西
夜5,1,8,北京供电局
夜5,1,9,和平门东
夜5,1,10,宣武门东
夜5,1,11,长椿街路口东
夜5,1,12,长椿街路口西
夜5,1,13,西便门
夜5,1,14,天宁寺桥西
夜5,1,15,白云桥西
夜5,1,16,小马厂
夜5,1,17,北京西站
夜5,1,18,北京世纪坛医院
夜5,1,19,皇亭子
夜5,1,20,公主坟东
夜5,1,21,公主坟西
夜5,1,22,翠微路口
运通113,0,1,来广营北
运通113,0,2,来广营路口西
运通113,0,3,广顺桥南
运通113,0,4,利泽中街西口
运通113,0,5,望京花园西区
运通113,0,6,湖光北街东口
运通113,0,7,南湖东园
运通113,0,8,南湖南路北口
运通113,0,9,南湖南路
运通113,0,10,南湖西里
运通113,0,11,望京桥西
运通113,0,12,望和桥东
运通113,0,13,望和桥
运通113,0,14,育慧里
运通113,0,15,惠新东桥西
运通113,0,16,安慧桥东
运通113,0,17,亚运村
运通113,0,18,北辰桥西
运通113,0,19,健翔桥东
运通113,0,20,健翔桥西
运通113,0,21,志新桥西
运通113,0,22,学院桥东
运通113,0,23,北京城市学院
运通113,0,24,保福寺桥西
运通113,0,25,中关村一街
运通113,0,26,中关村西
运通113,0,27,海淀桥西
运通113,0,28,六郎庄
运通113,0,29,火器营桥西
运通113,0,30,四海桥北
运通113,0,31,四海桥南
运通113,0,32,南坞
运通113,0,33,东冉村
运通113,0,34,四季青桥北
运通113,0,35,四季青桥南
运通113,0,36,营慧寺
运通113,0,37,五路桥
运通113,0,38,定慧桥北
运通113,0,39,定慧桥南
运通113,0,40,金沟河路东口
运通113,0,41,金沟河路
运通113,0,42,铁家坟南
运通113,0,43,永定路口北
运通113,0,44,永定路口南
运通113,0,45,北太平路口南
运通113,0,46,新园村
运通113,0,47,青塔蔚园
运通113,0,48,大成里
运通113,0,49,大成路西口
运通113,0,50,吴家村路东口
运通113,0,51,吴家村
运通113,0,52,吴家村路西口
运通113,0,53,吴庄
运通113,1,1,吴庄
运通113,1,2,吴家村路西口
运通113,1,3,吴家村
运通113,1,4,吴家村路东口
运通113,1,5,大成路西口
运通113,1,6,大成里
运通113,1,7,青塔蔚园
运通113,1,8,新园村
运通113,1,9,北太平路口南
运通113,1,10,永定路口南
运通113,1,11,永定路口北
运通113,1,12,铁家坟南
运通113,1,13,金沟河路
运通113,1,14,金沟河路东口
运通113,1,15,定慧桥南
运通113,1,16,定慧桥北
运通113,1,17,五路桥
运通113,1,18,营慧寺
运通113,1,19,四季青桥南
运通113,1,20,四季青桥北
运通113,1,21,东冉村
运通113,1,22,南坞
运通113,1,23,四海桥南
运通113,1,24,四海桥
运通113,1,25,火器营桥西
运通113,1,26,六郎庄
运通113,1,27,海淀桥西
运通113,1,28,中关村西
运通113,1,29,中关村东
运通113,1,30,中关村一街
运通113,1,31,保福寺桥西
运通113,1,32,北京城市学院
运通113,1,33,学院桥西
运通113,1,34,学院桥东
运通113,1,35,志新桥西
运通113,1,36,健翔桥西
运通113,1,37,健翔桥东
运通113,1,38,北辰桥西
运通113,1,39,亚运村
运通113,1,40,安慧桥东
运通113,1,41,惠新东桥西
运通113,1,42,育慧里
运通113,1,43,望和桥
运通113,1,44,望和桥东
运通113,1,45,望京桥西
运通113,1,46,南湖西里
运通113,1,47,南湖南路
运通113,1,48,南湖南路北口
运通113,1,49,南湖东园
运通113,1,50,侯庄路口北
运通113,1,51,望京花园西区
运通113,1,52,利泽中街西口
运通113,1,53,广顺桥南
运通113,1,54,来广营路口西
运通113,1,55,来广营北
运通114,0,1,吴庄
运通114,0,2,吴家村路西口
运通114,0,3,吴家村
运通114,0,4,吴家村路东口
运通114,0,5,小瓦窑
运通114,0,6,石槽
运通114,0,7,玉泉路口南
运通114,0,8,玉泉路口北
运通114,0,9,航天部医院
运通114,0,10,玉海园三里
运通114,0,11,玉海园南口
运通114,0,12,铁家坟北
运通114,0,13,阜永路口南
运通114,0,14,田村半壁店南
运通114,0,15,祥龙公交公司
运通114,0,16,五孔桥
运通114,0,17,定慧北桥
运通114,0,18,五路桥
运通114,0,19,营慧寺
运通114,0,20,四季青桥南
运通114,0,21,四季青桥北
运通114,0,22,东冉村
运通114,0,23,远大路
运通114,0,24,远大路东口
运通114,0,25,万柳中路南口
运通114,0,26,巴沟南路
运通114,0,27,巴沟村
运通114,0,28,海淀南路西口
运通114,0,29,北京市地震局
运通114,0,30,海淀桥北
运通114,0,31,北京大学西门
运通114,0,32,颐和园路东口
运通114,0,33,西苑
运通114,0,34,骚子营
运通114,0,35,小清河
运通114,0,36,肖家河
运通114,0,37,中国农业大学西校区
运通114,0,38,梅园
运通114,0,39,圆明园西路北口
运通114,0,40,马连洼西站
运通114,0,41,马连洼
运通114,0,42,菊园
运通114,0,43,菊园东站
运通114,0,44,马连洼北路东口
运通114,0,45,上地五街
运通114,0,46,上地七街
运通114,0,47,软件园东站
运通114,0,48,城铁西二旗站
运通114,0,49,西二旗大街
运通114,0,50,西二旗
运通114,0,51,安宁庄北路
运通114,0,52,西三旗桥西
运通114,0,53,西三旗桥北
运通114,0,54,龙兴园
运通114,0,55,京昌路回龙观
运通114,0,56,北郊农场桥南
运通114,0,57,二拨子
运通114,0,58,朱辛庄
运通114,0,59,地铁生命科学园站
运通114,0,60,地铁生命科学园站西
运通114,1,1,地铁生命科学园站西
运通114,1,2,地铁生命科学园站
运通114,1,3,朱辛庄
运通114,1,4,二拨子
专69,0,4,鲁谷西站
专69,0,5,莲芳东桥北
专69,0,6,莲芳东桥西
专69,0,7,莲芳桥东
专69,0,8,焦家坟路口南
专69,0,9,五芳园
专69,0,10,半月园
专69,0,11,六合园北
专69,0,12,依翠园
专69,0,13,七星园
专69,0,14,衙门口
